LCS ID,AKR1D1,TIPARP,CYP3A4,HSD17B10,HSD17B8,AKR1C4,PPARGC1A,CYP19A1,SPP1,HSD17B3,ADM,SGPL1,HSD17B6,CYP17A1,SCARB1,SRD5A1,HSD17B11,WNT4,ESR1,HSD17B4,HSD3B1,DHRS9,SHH,HSD3B2,PLEKHA1,SRD5A2
LCS_285A,7.487,7.211,7.347,8.375,6.358,7.386,6.525,3.284,7.091,4.458,5.287999999999999,3.793,10.827,4.173,7.935,4.595,9.874,3.502,3.6510000000000002,10.642999999999999,3.034,4.508,3.764,3.315,7.103,4.627
LCS_031A,10.626,6.987,11.87,8.969,7.528,10.206,6.246,3.51,5.385,4.288,5.631,4.246,11.709000000000001,4.681,8.185,8.041,10.126,3.301,7.795,11.008,3.2039999999999997,4.503,3.613,3.475,7.093999999999999,7.649
LCS_016A,9.102,6.7139999999999995,10.8,8.754,7.79,10.458,5.311,3.3939999999999997,11.299000000000001,3.7960000000000003,5.837000000000001,3.827,11.652000000000001,5.979,7.818,7.355,10.113999999999999,3.293,6.131,11.446,3.24,4.361000000000001,3.6919999999999997,3.509,6.587000000000001,5.131
LCS_106A,4.349,6.582999999999999,7.816,8.003,5.53,4.613,4.436,3.565,10.264000000000001,4.253,4.89,3.725,10.386,3.9330000000000003,7.926,6.386,9.96,4.426,3.306,9.389,3.068,3.682,3.52,3.153,7.751,3.533
LCS_107A,7.335,6.307,7.869,8.058,4.637,10.503,5.564,4.3069999999999995,9.257,5.3839999999999995,6.037999999999999,3.4989999999999997,9.005,3.775,8.873,5.249,9.948,3.307,3.4210000000000003,11.54,3.0460000000000003,4.235,3.5469999999999997,3.26,8.795,4.433
LCS_109A,4.979,7.361000000000001,7.6979999999999995,8.283999999999999,6.624,11.15,4.657,3.3710000000000004,10.876,6.428999999999999,6.044,3.799,8.749,6.331,8.078,6.275,8.699,3.352,3.38,9.232999999999999,3.135,4.144,3.89,3.342,7.915,4.2139999999999995
LCS_116A,6.193,6.422999999999999,9.149,7.984,6.63,7.957999999999999,8.446,8.146,6.135,4.129,4.468999999999999,3.5189999999999997,10.012,7.044,9.311,5.32,8.106,3.31,3.697,10.620999999999999,3.1660000000000004,4.558,3.665,3.221,8.017999999999999,4.199
LCS_137A,7.085,7.021,9.792,9.336,6.489,8.297,4.29,3.378,8.704,4.751,5.584,3.7039999999999997,11.549000000000001,4.213,8.006,8.695,9.029,3.1460000000000004,7.101,11.020999999999999,3.3089999999999997,4.312,3.613,3.443,6.479,4.001
LCS_138A,7.7829999999999995,6.662000000000001,7.285,8.902999999999999,4.862,7.127999999999999,5.587999999999999,3.517,7.372000000000001,4.33,5.336,3.966,10.545,3.78,9.309,5.545,9.583,3.92,3.3480000000000003,10.573,3.284,3.9339999999999997,3.5460000000000003,3.267,8.136000000000001,3.99
LCS_139A,4.144,6.251,7.239,8.414,6.928999999999999,8.866,3.7539999999999996,3.1889999999999996,10.470999999999998,3.9930000000000003,7.77,3.673,5.6979999999999995,5.949,7.393,7.379,9.929,3.475,3.4589999999999996,9.425,2.9730000000000003,4.331,3.807,3.2319999999999998,9.22,3.737
LCS_142A,3.3810000000000002,6.899,7.3260000000000005,8.363999999999999,4.3580000000000005,5.751,5.6770000000000005,3.325,10.499,4.995,7.843999999999999,3.8289999999999997,6.267,3.9730000000000003,8.899,6.336,9.546,4.316,3.5389999999999997,9.634,2.875,4.064,3.465,3.134,8.262,3.8819999999999997
LCS_196A,7.157,6.5520000000000005,8.196,7.8420000000000005,4.865,9.668,3.5989999999999998,3.889,11.993,4.546,5.632000000000001,3.367,8.952,7.917000000000001,8.241,6.117000000000001,9.083,3.3930000000000002,4.102,10.008,3.193,4.488,3.4619999999999997,3.175,7.516,4.437
LCS_207A,6.292999999999999,6.702999999999999,6.984,9.486,5.796,8.13,3.1639999999999997,3.2889999999999997,11.152999999999999,3.909,6.894,3.577,6.438,3.887,7.502999999999999,5.632000000000001,9.231,3.15,3.282,8.517000000000001,2.9589999999999996,4.032,3.219,3.14,8.126,3.7739999999999996
LCS_231A,3.4189999999999996,7.037999999999999,7.147,8.525,6.127000000000001,10.823,3.431,3.4560000000000004,12.501,5.337000000000001,7.499,3.687,8.279,4.074,9.392000000000001,7.371,9.611,3.4360000000000004,3.299,10.035,2.802,4.283,3.72,3.19,8.046,4.215
LCS_251A,9.187000000000001,7.5,8.352,7.919,5.026,7.931,4.006,4.413,7.811,5.0,4.882,3.4730000000000003,7.981,3.9760000000000004,8.847999999999999,5.555,9.149,3.202,3.173,9.505,2.931,4.1610000000000005,3.81,3.2880000000000003,8.605,4.218999999999999
LCS_072A,5.757999999999999,6.093,11.229000000000001,9.122,6.007000000000001,10.314,5.537999999999999,3.3360000000000003,10.349,7.7010000000000005,6.278,3.9419999999999997,10.248,8.216000000000001,6.827000000000001,7.181,9.228,3.352,4.434,12.005,3.134,4.146,3.542,3.575,7.218,5.776
LCS_263A,8.259,7.167000000000001,8.513,7.85,5.996,9.033,7.3870000000000005,3.4189999999999996,7.5089999999999995,4.578,4.855,3.778,11.470999999999998,3.8160000000000003,7.6979999999999995,6.457999999999999,8.946,3.2289999999999996,3.7119999999999997,10.564,2.779,3.93,3.4419999999999997,3.2,8.302,3.9730000000000003
LCS_269A,8.683,7.081,7.706,7.77,7.039,10.899000000000001,6.907,4.602,8.054,4.362,4.507,3.542,10.039,4.6819999999999995,9.204,5.757000000000001,9.992,3.3,3.542,10.409,2.887,4.078,3.5869999999999997,3.255,8.11,4.3069999999999995
LCS_273A,10.076,7.351,12.389000000000001,9.017000000000001,7.101,7.625,7.4,3.52,7.164,3.802,6.063,3.7739999999999996,10.26,4.157,8.138,8.982999999999999,9.094,3.1039999999999996,5.695,11.720999999999998,3.1439999999999997,4.343,3.7310000000000003,3.2319999999999998,7.404,6.481
LCS_289A,6.492000000000001,7.3839999999999995,7.657,9.144,7.122000000000001,8.902999999999999,8.402000000000001,3.405,4.172,3.847,5.071000000000001,3.843,11.523,4.194,8.083,8.087,6.379,3.265,3.872,11.687000000000001,3.2239999999999998,4.404,3.597,3.792,7.471,4.98
LCS_290A,9.493,6.108,8.359,9.395,6.803999999999999,10.64,7.36,3.4819999999999998,11.612,4.692,6.112,3.917,11.025,5.407,7.774,5.885,9.55,3.2310000000000003,3.5839999999999996,11.294,3.008,4.19,3.82,3.222,6.556,4.325
LCS_097A,7.6,6.058,7.821000000000001,9.642000000000001,6.353,9.392000000000001,7.672000000000001,3.4410000000000003,6.397,4.37,4.8580000000000005,3.801,10.564,4.58,7.808,7.265,10.158999999999999,3.467,4.695,11.498,3.2489999999999997,4.421,3.682,3.38,6.898,4.356
LCS_158A,7.627000000000001,6.247999999999999,10.345999999999998,9.021,5.1,10.547,4.031000000000001,3.3989999999999996,8.529,4.378,6.0760000000000005,4.463,10.152999999999999,5.348,6.718999999999999,7.796,8.738999999999999,3.2889999999999997,4.61,11.18,3.114,4.666,3.675,3.471,7.105,5.487
LCS_161A,7.312,6.37,9.933,6.939,6.202999999999999,4.632,6.044,3.9219999999999997,4.962,3.978,5.275,4.615,9.45,5.204,6.992000000000001,8.669,9.1,3.3160000000000003,4.1419999999999995,11.062999999999999,3.0589999999999997,4.4639999999999995,3.688,4.018,7.167999999999999,5.2139999999999995
LCS_172A,8.036,7.1160000000000005,7.574,8.923,5.551,9.517000000000001,7.077999999999999,3.725,12.565999999999999,3.569,5.949,3.696,7.736000000000001,4.008,8.981,4.887,8.305,3.285,3.417,10.255999999999998,2.8160000000000003,4.895,3.5189999999999997,3.377,7.654,4.024
LCS_197A,9.123,7.039,8.266,7.849,4.357,6.815,4.841,4.496,8.777999999999999,4.502,6.274,4.167,7.252000000000001,3.8680000000000003,9.302,4.7010000000000005,10.347000000000001,3.32,4.038,10.029,3.043,4.416,3.6639999999999997,3.2760000000000002,7.626,3.986
LCS_200A,7.811,6.2379999999999995,8.533999999999999,8.13,4.878,6.257999999999999,4.546,3.903,11.915,4.72,6.187,3.895,4.51,3.8819999999999997,6.7860000000000005,4.355,8.047,3.168,3.694,9.732000000000001,3.1430000000000002,5.312,3.642,3.35,6.7620000000000005,3.98
LCS_201A,9.465,5.949,11.094000000000001,8.402999999999999,7.356,10.175,5.885,3.3,5.693,6.478,5.546,3.5039999999999996,11.552,4.588,8.062999999999999,6.98,9.686,3.3489999999999998,4.405,11.790999999999999,3.022,4.114,3.6919999999999997,3.445,7.4479999999999995,4.253
LCS_216A,8.236,6.5329999999999995,9.878,7.665,4.968999999999999,6.504,3.688,3.319,9.37,3.7710000000000004,5.346,3.565,8.956,4.166,5.625,5.608,8.701,3.3539999999999996,5.075,9.386000000000001,2.8680000000000003,4.003,3.657,3.284,7.3870000000000005,4.665
LCS_238A,7.875,6.542999999999999,8.389,9.102,6.157,7.072,7.933,5.146,7.825,3.8819999999999997,5.114,3.782,10.907,5.34,8.93,5.757999999999999,9.844,3.2510000000000003,3.877,10.368,3.111,5.167000000000001,3.907,3.1439999999999997,7.507000000000001,4.873
LCS_046A,3.617,5.805,7.756,9.38,6.249,7.973,7.409,3.6060000000000003,7.235,3.9339999999999997,5.604,3.99,9.891,5.301,7.755,6.064,9.139,4.478,3.682,10.925999999999998,2.965,4.2,3.787,3.4339999999999997,7.237,4.579
X02_342A,6.367000000000001,7.129,6.861000000000001,8.441,7.268,8.832,3.5439999999999996,4.428999999999999,9.862,3.9160000000000004,5.831,3.89,10.665,4.579,8.67,6.697,10.325,3.24,3.568,10.829,3.239,4.207,3.688,3.3939999999999997,8.126,4.404
X02_362A,11.155999999999999,5.941,6.85,8.426,6.522,6.777,6.33,3.779,8.294,4.281000000000001,5.6579999999999995,3.658,11.345999999999998,4.256,6.97,7.935,10.066,3.264,5.159,11.008,4.5489999999999995,4.832,3.799,3.5580000000000003,6.64,4.614
LCS_190A,3.859,6.295,7.028,8.592,5.763,7.446000000000001,4.14,6.117000000000001,11.349,4.356,3.656,4.184,4.9639999999999995,4.382,8.31,5.507999999999999,9.75,4.044,4.537,9.094,3.201,4.817,3.9330000000000003,3.57,6.582999999999999,4.506
